Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,6,2,88.97000122,284.25,Late delivery,0,69,Health and Beauty,Aurora,EE. UU.,XXXXXXXXX,Blair,15698,Sexton,XXXXXXXXX,Consumer,IL,7007 Quiet Via,60504.0,12,Health and Beauty ,41.72254562,-88.27864075,Pacific Asia,Mau,India,15698,12/4/2018 03:27,72145,1356,8.789999962,0.029999999,175460,293.0400085,0.310000002,1,293.0400085,284.25,88.97000122,South Asia,Madhya Pradesh,COMPLETE,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,12/4/2018 03:27,Second Class
PAYMENT,6,4,-5.320000172,379.9599915,Late delivery,0,9,Cardio Equipment,Canton,EE. UU.,XXXXXXXXX,Mary,791,Smith,XXXXXXXXX,Corporate,MI,6950 Honey Line,48187.0,3,Footwear,38.61802673,-121.3454514,Europe,Trento,Italia,791,12/11/2018 07:55,67505,191,20.0,0.050000001,168759,99.98999786,-0.01,4,399.9599915,379.9599915,-5.320000172,Southern Europe,Trentino-Alto Adigio,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/11/2018 07:55,Standard Class
TRANSFER,6,4,130.9299927,290.9500122,Late delivery,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Ann,2224,Mercado,XXXXXXXXX,Corporate,PR,6355 Grand Horse Port,725.0,4,Apparel,18.2599659,-66.37059021,Europe,Leipzig,Alemania,2224,12/31/2018 16:33,67595,365,9.0,0.029999999,169002,59.99000168,0.449999988,5,299.9500122,290.9500122,130.9299927,Western Europe,Sajonia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/31/2018 16:33,Standard Class
TRANSFER,2,1,10.5,42.0,Shipping canceled,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,11199,Sellers,XXXXXXXXX,Consumer,PR,3450 Colonial Hickory Corners,725.0,5,Golf,18.25443459,-66.37056732,Europe,Villemomble,Francia,11199,12/19/2018 01:37,67556,502,8.0,0.159999996,168898,50.0,0.25,1,50.0,42.0,10.5,Western Europe,Isla de Francia,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/19/2018 01:37,First Class
DEBIT,3,4,64.73999786,248.9900055,Advance shipping,1,4,Basketball,Caguas,Puerto Rico,XXXXXXXXX,Kyle,11169,Thomas,XXXXXXXXX,Home Office,PR,5274 Easy Beach,725.0,2,Fitness,18.27466202,-66.37058258,Europe,Zaanstad,Países Bajos,11169,12/8/2018 23:56,67827,58,51.0,0.170000002,169580,299.9899902,0.25999999,1,299.9899902,248.9900055,64.73999786,Western Europe,Holanda Septentrional,COMPLETE,,58,4,,http://images.acmesports.sports/Diamondback+Boys%27+Insight+24+Performance+Hybrid+Bike+2014,Diamondback Boys' Insight 24 Performance Hybr,299.9899902,0,12/8/2018 23:56,Standard Class
DEBIT,2,2,37.79999924,377.980011,Shipping on time,0,45,Fishing,Phoenix,EE. UU.,XXXXXXXXX,Samantha,3506,Graham,XXXXXXXXX,Home Office,AZ,191 Broad Via,85029.0,7,Fan Shop,33.58987427,-112.1163712,Europe,Viena,Austria,3506,12/31/2018 17:33,66006,1004,22.0,0.059999999,164964,399.980011,0.100000001,1,399.980011,377.980011,37.79999924,Western Europe,Viena,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/31/2018 17:33,Second Class
DEBIT,5,4,7.5,100.0,Late delivery,1,24,Women's Apparel,Baltimore,EE. UU.,XXXXXXXXX,Mary,10549,Atkinson,XXXXXXXXX,Consumer,MD,8773 Colonial Shadow Maze,21206.0,5,Golf,39.13785553,-76.81587219,Europe,Berlín,Alemania,10549,12/15/2018 06:02,68374,502,0.0,0.0,170942,50.0,0.079999998,2,100.0,100.0,7.5,Western Europe,Berlín,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/15/2018 06:02,Standard Class
DEBIT,0,0,23.20000076,80.0,Shipping on time,1,24,Women's Apparel,Louisville,EE. UU.,XXXXXXXXX,Mary,2165,Clark,XXXXXXXXX,Consumer,KY,9226 Golden Treasure Corner,40214.0,5,Golf,38.17819977,-85.76452637,Europe,Lausanne,Suiza,2165,12/16/2018 18:21,66798,502,20.0,0.200000003,166974,50.0,0.289999992,2,100.0,80.0,23.20000076,Western Europe,Vaud,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/16/2018 18:21,Same Day
CASH,1,0,1.159999967,58.18999863,Late delivery,0,17,Cleats,Germantown,EE. UU.,XXXXXXXXX,Katherine,10263,Bailey,XXXXXXXXX,Consumer,MD,3481 Wishing Port,20874.0,4,Apparel,39.19226837,-77.24241638,Europe,Munster,Alemania,10263,12/17/2018 09:07,66786,365,1.799999952,0.029999999,166930,59.99000168,0.02,1,59.99000168,58.18999863,1.159999967,Western Europe,Baja Sajonia,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/17/2018 09:07,Same Day
DEBIT,4,4,545.6300049,1455.0,Shipping on time,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Ariana,14146,Preston,XXXXXXXXX,Home Office,PR,4709 Lost Orchard,725.0,10,Technology,18.22095871,-66.0370636,Europe,Lincoln,Reino Unido,14146,12/6/2018 06:33,70593,1351,45.0,0.029999999,173908,1500.0,0.379999995,1,1500.0,1455.0,545.6300049,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,12/6/2018 06:33,Standard Class
CASH,0,0,82.05000305,293.0400085,Shipping on time,1,69,Health and Beauty,Caguas,Puerto Rico,XXXXXXXXX,Samantha,18846,Rocha,XXXXXXXXX,Consumer,PR,371 Cozy Prairie Highway,725.0,12,Health and Beauty ,18.21573067,-66.03705597,Pacific Asia,Peshawar,Pakistán,18846,12/15/2018 08:05,75293,1356,0.0,0.0,178608,293.0400085,0.280000001,1,293.0400085,293.0400085,82.05000305,South Asia,Jaiber Pajtunjuá,CLOSED,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,12/15/2018 08:05,Same Day
TRANSFER,2,4,21.27000046,44.31000137,Advance shipping,0,60,Baby ,Caguas,Puerto Rico,XXXXXXXXX,Pearl,12799,Mercado,XXXXXXXXX,Consumer,PR,9847 Wishing Ledge ,725.0,4,Apparel,18.20313644,-66.03705597,Europe,Harrow,Reino Unido,12799,12/15/2018 11:23,69246,1347,14.77000046,0.25,172561,59.08000183,0.479999989,1,59.08000183,44.31000137,21.27000046,Northern Europe,Inglaterra,PROCESSING,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/15/2018 11:23,Standard Class
PAYMENT,2,2,-51.20999908,148.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Longmont,EE. UU.,XXXXXXXXX,Andrew,2755,Smith,XXXXXXXXX,Home Office,CO,3465 Rocky Nectar Crossing,80501.0,7,Fan Shop,40.1901207,-105.1010666,Europe,Manchester,Reino Unido,2755,12/2/2018 16:07,64886,1014,1.5,0.01,162197,49.97999954,-0.349999994,3,149.9400024,148.4400024,-51.20999908,Northern Europe,Inglaterra,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/2/2018 16:07,Second Class
DEBIT,1,0,65.84999847,212.4199982,Late delivery,1,65,Consumer Electronics,Honolulu,EE. UU.,XXXXXXXXX,Kylie,14563,Weber,XXXXXXXXX,Consumer,HI,1134 Sunny Willow Round,96816.0,10,Technology,21.28647041,-157.7978058,Europe,Hanover,Alemania,14563,12/7/2018 07:51,71010,1352,40.45999908,0.159999996,174325,252.8800049,0.310000002,1,252.8800049,212.4199982,65.84999847,Western Europe,Baja Sajonia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/7/2018 07:51,Same Day
TRANSFER,4,4,7.519999981,26.11000061,Shipping on time,1,59,Books ,Antioch,EE. UU.,XXXXXXXXX,Venus,12601,Evans,XXXXXXXXX,Home Office,CA,7129 Fallen Trace ,94509.0,8,Book Shop,38.00168991,-121.8279724,Europe,Odense,Dinamarca,12601,12/22/2018 08:00,69048,1346,4.96999979,0.159999996,172363,31.07999992,0.289999992,1,31.07999992,26.11000061,7.519999981,Northern Europe,Dinamarca Meridional,PROCESSING,,1346,59,,http://images.acmesports.sports/Sports+Books,Sports Books ,31.07999992,0,12/22/2018 08:00,Standard Class
PAYMENT,2,4,-43.97999954,219.9100037,Advance shipping,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,11650,Smith,XXXXXXXXX,Home Office,PR,482 Easy Avenue,725.0,7,Fan Shop,18.22202492,-66.37055969,Europe,Lugo,España,11650,12/3/2018 03:39,64851,1014,29.98999977,0.119999997,162102,49.97999954,-0.200000003,5,249.8999939,219.9100037,-43.97999954,Southern Europe,Galicia,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/3/2018 03:39,Standard Class
TRANSFER,6,4,84.98999786,424.9599915,Late delivery,1,9,Cardio Equipment,Baltimore,EE. UU.,XXXXXXXXX,Mary,12286,Smith,XXXXXXXXX,Consumer,MD,5284 Quiet Field,21224.0,3,Footwear,39.29141998,-76.51338959,Europe,Berlín,Alemania,12286,12/14/2018 14:42,65015,191,74.98999786,0.150000006,162511,99.98999786,0.200000003,5,499.9500122,424.9599915,84.98999786,Western Europe,Berlín,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/14/2018 14:42,Standard Class
PAYMENT,3,2,33.74000168,151.9600067,Late delivery,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,7500,Smith,XXXXXXXXX,Consumer,PR,1112 Sunny Pond Wood,725.0,5,Golf,18.2176075,-66.37055969,Europe,Dordrecht,Países Bajos,7500,12/21/2018 17:44,65032,627,8.0,0.050000001,162552,39.99000168,0.219999999,4,159.9600067,151.9600067,33.74000168,Western Europe,Holanda Meridional,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/21/2018 17:44,Second Class
TRANSFER,2,2,82.20999908,283.4700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Evelyn,3466,Smith,XXXXXXXXX,Home Office,PR,907 Merry Forest Way,725.0,3,Footwear,18.29281044,-66.3705368,Europe,Sesto San Giovanni,Italia,3466,12/14/2018 19:05,66936,191,16.5,0.059999999,167318,99.98999786,0.289999992,3,299.9700012,283.4700012,82.20999908,Southern Europe,Lombardía,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/14/2018 19:05,Second Class
PAYMENT,3,2,61.40999985,188.9499969,Late delivery,1,29,Shop By Sport,Oceanside,EE. UU.,XXXXXXXXX,Janet,4025,Schmidt,XXXXXXXXX,Corporate,CA,7988 Foggy Village,92057.0,5,Golf,34.01664734,-117.7035217,Europe,Alphen aan den Rijn,Países Bajos,4025,12/18/2018 04:23,66027,627,11.0,0.059999999,165025,39.99000168,0.330000013,5,199.9499969,188.9499969,61.40999985,Western Europe,Holanda Meridional,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/18/2018 04:23,Second Class
TRANSFER,4,2,67.27999878,240.2899933,Shipping canceled,1,69,Health and Beauty,Caguas,Puerto Rico,XXXXXXXXX,Jenny,18831,Kramer,XXXXXXXXX,Corporate,PR,786 Lost Horse Plaza,725.0,12,Health and Beauty ,18.21594048,-66.03704834,Pacific Asia,Lahore,Pakistán,18831,12/30/2018 00:27,75278,1356,52.75,0.180000007,178593,293.0400085,0.280000001,1,293.0400085,240.2899933,67.27999878,South Asia,Punyab,SUSPECTED_FRAUD,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,12/30/2018 00:27,Second Class
DEBIT,5,4,668.8499756,1365.0,Late delivery,1,64,Computers,Longmont,EE. UU.,XXXXXXXXX,Olga,14357,Buck,XXXXXXXXX,Corporate,CO,3741 Sunny Lane,80501.0,10,Technology,40.1901207,-105.1010666,Europe,Champigny-sur-Marne,Francia,14357,12/1/2018 20:56,70804,1351,135.0,0.090000004,174119,1500.0,0.49000001,1,1500.0,1365.0,668.8499756,Western Europe,Isla de Francia,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,12/1/2018 20:56,Standard Class
DEBIT,2,4,-85.05000305,377.980011,Advance shipping,1,45,Fishing,York,EE. UU.,XXXXXXXXX,Danielle,7954,Smith,XXXXXXXXX,Consumer,PA,4866 Easy Expressway,17404.0,7,Fan Shop,39.95479965,-76.75787354,Europe,Milan,Italia,7954,12/22/2018 01:13,67436,1004,22.0,0.059999999,168562,399.980011,-0.230000004,1,399.980011,377.980011,-85.05000305,Southern Europe,Lombardía,ON_HOLD,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/22/2018 01:13,Standard Class
TRANSFER,4,4,-155.9700012,59.99000168,Shipping on time,1,17,Cleats,Howell,EE. UU.,XXXXXXXXX,Kimberly,7997,Jefferson,XXXXXXXXX,Consumer,MI,1674 Hidden Field,48843.0,4,Apparel,42.60770416,-83.93352509,Europe,Dresden,Alemania,7997,12/22/2018 02:48,65253,365,0.0,0.0,163068,59.99000168,-2.599999905,1,59.99000168,59.99000168,-155.9700012,Western Europe,Sajonia,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/22/2018 02:48,Standard Class
DEBIT,2,1,-247.4700012,353.5299988,Late delivery,0,63,Children's Clothing,San Jose,EE. UU.,XXXXXXXXX,Joan,13734,Lindsey,XXXXXXXXX,Corporate,CA,421 Fallen Byway,95125.0,4,Apparel,37.29223251,-121.881279,Europe,Sheffield,Reino Unido,13734,12/28/2018 21:46,70181,1350,3.569999933,0.01,173496,357.1000061,-0.699999988,1,357.1000061,353.5299988,-247.4700012,Northern Europe,Inglaterra,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/28/2018 21:46,First Class
DEBIT,2,1,56.11000061,165.9900055,Late delivery,0,48,Water Sports,Bellingham,EE. UU.,XXXXXXXXX,Kenneth,7394,Stevens,XXXXXXXXX,Home Office,WA,9497 Merry Road,98226.0,7,Fan Shop,48.77095795,-122.4511185,Europe,Ferrara,Italia,7394,12/4/2018 20:48,67085,1073,34.0,0.170000002,167699,199.9900055,0.340000004,1,199.9900055,165.9900055,56.11000061,Southern Europe,Emilia-Romaña,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/4/2018 20:48,First Class
TRANSFER,2,4,0.74000001,9.819999695,Advance shipping,1,61,CDs ,Mentor,EE. UU.,XXXXXXXXX,Deanna,17809,Bates,XXXXXXXXX,Consumer,OH,5338 Hidden Blossom Edge,44060.0,9,Discs Shop,41.72520447,-81.29482269,Pacific Asia,Gladstone,Australia,17809,12/8/2018 07:19,74256,1348,1.470000029,0.129999995,177571,11.28999996,0.079999998,1,11.28999996,9.819999695,0.74000001,Oceania,Queensland,PROCESSING,,1348,61,,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,0,12/8/2018 07:19,Standard Class
DEBIT,5,2,73.40000153,156.1600037,Late delivery,1,67,DVDs,Caguas,Puerto Rico,XXXXXXXXX,Whoopi,15227,Velez,XXXXXXXXX,Consumer,PR,7463 Sunny Embers Gate,725.0,9,Discs Shop,18.27617645,-66.0370636,Pacific Asia,Mackay,Australia,15227,12/28/2018 04:54,71674,1354,8.220000267,0.050000001,174989,164.3800049,0.469999999,1,164.3800049,156.1600037,73.40000153,Oceania,Queensland,COMPLETE,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,12/28/2018 04:54,Second Class
DEBIT,6,2,-301.2399902,361.6300049,Late delivery,0,62,Cameras ,Washington,EE. UU.,XXXXXXXXX,Winifred,13133,Gill,XXXXXXXXX,Consumer,DC,4352 Hazy Hickory Road,20019.0,10,Technology,38.88365173,-76.93193817,Europe,Mannheim,Alemania,13133,12/20/2018 20:16,69580,1349,90.41000366,0.200000003,172895,452.0400085,-0.829999983,1,452.0400085,361.6300049,-301.2399902,Western Europe,Baden-Wurtemberg,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,12/20/2018 20:16,Second Class
TRANSFER,6,2,33.11999893,118.2900009,Late delivery,1,18,Men's Footwear,San Francisco,EE. UU.,XXXXXXXXX,David,9743,Smith,XXXXXXXXX,Home Office,CA,6830 Red Pond Meadow,94110.0,4,Apparel,37.75743866,-122.4193726,Europe,Viena,Austria,9743,12/23/2018 16:17,66630,403,11.69999981,0.090000004,166547,129.9900055,0.280000001,1,129.9900055,118.2900009,33.11999893,Western Europe,Viena,PROCESSING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/23/2018 16:17,Second Class
TRANSFER,2,1,149.9900055,299.9700012,Shipping canceled,1,9,Cardio Equipment,Las Vegas,EE. UU.,XXXXXXXXX,Jordan,950,Smith,XXXXXXXXX,Home Office,NV,4579 Sunny Link,89103.0,3,Footwear,34.12145996,-118.2587128,Europe,Amsterdam,Países Bajos,950,12/1/2018 02:29,66609,191,0.0,0.0,166502,99.98999786,0.5,3,299.9700012,299.9700012,149.9900055,Western Europe,Holanda Septentrional,SUSPECTED_FRAUD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/1/2018 02:29,First Class
TRANSFER,2,1,5.909999847,118.2900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Raymond,5805,Bray,XXXXXXXXX,Corporate,PR,6750 Stony Fawn Wood,725.0,4,Apparel,18.23636627,-66.37062073,Europe,Neunkirchen,Alemania,5805,12/26/2018 05:50,64897,403,11.69999981,0.090000004,162231,129.9900055,0.050000001,1,129.9900055,118.2900009,5.909999847,Western Europe,Sarre,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/26/2018 05:50,First Class
PAYMENT,2,4,18.07999992,159.9900055,Advance shipping,0,48,Water Sports,Danbury,EE. UU.,XXXXXXXXX,Mary,1120,Grant,XXXXXXXXX,Corporate,CT,9166 Dusty Cape,6810.0,7,Fan Shop,41.39585114,-73.45462036,Europe,Evreux,Francia,1120,12/13/2018 03:12,65046,1073,40.0,0.200000003,162584,199.9900055,0.109999999,1,199.9900055,159.9900055,18.07999992,Western Europe,Normandía,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/13/2018 03:12,Standard Class
DEBIT,4,4,54.40999985,118.2900009,Shipping on time,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,8374,Myers,XXXXXXXXX,Consumer,PR,1430 Gentle Diversion,725.0,4,Apparel,18.29558182,-66.37055969,Europe,Evreux,Francia,8374,12/8/2018 13:26,67598,403,11.69999981,0.090000004,169010,129.9900055,0.460000008,1,129.9900055,118.2900009,54.40999985,Western Europe,Normandía,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/8/2018 13:26,Standard Class
TRANSFER,6,4,109.0400009,222.5299988,Late delivery,1,65,Consumer Electronics,Mesquite,EE. UU.,XXXXXXXXX,Shaine,14638,Goodman,XXXXXXXXX,Home Office,TX,5468 Pleasant Thicket,75149.0,10,Technology,32.78041458,-96.60680389,Europe,Berlín,Alemania,14638,12/5/2018 20:48,71085,1352,30.35000038,0.119999997,174400,252.8800049,0.49000001,1,252.8800049,222.5299988,109.0400009,Western Europe,Berlín,PROCESSING,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/5/2018 20:48,Standard Class
PAYMENT,2,1,203.8699951,463.3399963,Late delivery,0,68,Garden,Brooklyn,EE. UU.,XXXXXXXXX,Wendy,18708,Lowery,XXXXXXXXX,Corporate,NY,7760 Fallen Circuit,11226.0,6,Outdoors,40.64759827,-73.95845795,Pacific Asia,Hobart,Australia,18708,12/30/2018 20:10,75155,1355,69.23999786,0.129999995,178470,532.5800171,0.439999998,1,532.5800171,463.3399963,203.8699951,Oceania,Tasmania,PENDING_PAYMENT,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,12/30/2018 20:10,First Class
DEBIT,2,1,10.22999954,204.5200043,Late delivery,1,70,Men's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Germane,15947,Vargas,XXXXXXXXX,Corporate,PR,151 Bright Anchor Passage,725.0,4,Apparel,18.24790573,-66.03705597,Pacific Asia,Kuching,Malasia,15947,12/23/2018 16:52,72394,1357,6.329999924,0.029999999,175709,210.8500061,0.050000001,1,210.8500061,204.5200043,10.22999954,Southeast Asia,Sarawak,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,12/23/2018 16:52,First Class
CASH,4,4,12.92000008,39.75,Shipping on time,1,75,Video Games,Pompano Beach,EE. UU.,XXXXXXXXX,Karly,20351,Campos,XXXXXXXXX,Consumer,FL,7002 Golden Wood,33065.0,9,Discs Shop,26.23144913,-80.12522125,Pacific Asia,Korba,India,20351,12/25/2018 16:33,76798,1362,0.0,0.0,180113,39.75,0.330000013,1,39.75,39.75,12.92000008,South Asia,Chhattisgarh,CLOSED,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,12/25/2018 16:33,Standard Class
DEBIT,4,2,21.09000015,189.9900055,Late delivery,0,48,Water Sports,Bronx,EE. UU.,XXXXXXXXX,Mary,2375,Smith,XXXXXXXXX,Consumer,NY,5990 Hazy Glade,10467.0,7,Fan Shop,40.87185669,-73.86618805,Europe,Espoo,Finlandia,2375,12/11/2018 21:51,65223,1073,10.0,0.050000001,163001,199.9900055,0.109999999,1,199.9900055,189.9900055,21.09000015,Northern Europe,Uusimaa,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/11/2018 21:51,Second Class
TRANSFER,4,4,7.519999981,26.11000061,Shipping on time,0,59,Books ,Antioch,EE. UU.,XXXXXXXXX,Venus,12601,Evans,XXXXXXXXX,Home Office,CA,7129 Fallen Trace ,94509.0,8,Book Shop,38.00168991,-121.8279724,Europe,Odense,Dinamarca,12601,12/25/2018 13:45,69048,1346,4.96999979,0.159999996,172363,31.07999992,0.289999992,1,31.07999992,26.11000061,7.519999981,Northern Europe,Dinamarca Meridional,PROCESSING,,1346,59,,http://images.acmesports.sports/Sports+Books,Sports Books ,31.07999992,0,12/25/2018 13:45,Standard Class
TRANSFER,2,2,59.18000031,157.8000031,Shipping canceled,1,67,DVDs,Modesto,EE. UU.,XXXXXXXXX,Brynn,14994,Maynard,XXXXXXXXX,Corporate,CA,4123 Cinder Acres,95355.0,9,Discs Shop,37.67465973,-120.9430389,Europe,Le Petit-Quevilly,Francia,14994,12/20/2018 12:12,71441,1354,6.579999924,0.039999999,174756,164.3800049,0.379999995,1,164.3800049,157.8000031,59.18000031,Western Europe,Normandía,CANCELED,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,12/20/2018 12:12,Second Class
DEBIT,2,1,161.9900055,359.980011,Late delivery,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Lori,3591,Farmer,XXXXXXXXX,Corporate,PR,6068 Umber Orchard,725.0,7,Fan Shop,18.28043175,-66.37054443,Europe,Berlín,Alemania,3591,12/4/2018 17:03,67914,1004,40.0,0.100000001,169792,399.980011,0.449999988,1,399.980011,359.980011,161.9900055,Western Europe,Berlín,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/4/2018 17:03,First Class
TRANSFER,2,2,7.0,349.9599915,Shipping on time,0,63,Children's Clothing,Colorado Springs,EE. UU.,XXXXXXXXX,Sylvia,13769,Obrien,XXXXXXXXX,Consumer,CO,9862 Umber Horse Townline,80906.0,4,Apparel,38.77690125,-104.8097305,Europe,Carcassonne,Francia,13769,12/2/2018 13:54,70216,1350,7.139999866,0.02,173531,357.1000061,0.02,1,357.1000061,349.9599915,7.0,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/2/2018 13:54,Second Class
PAYMENT,2,4,44.45999908,123.4899979,Advance shipping,1,18,Men's Footwear,Escondido,EE. UU.,XXXXXXXXX,Scott,6916,Smith,XXXXXXXXX,Home Office,CA,975 Green Canyon,92027.0,4,Apparel,33.13356781,-117.053154,Europe,Amersfoort,Países Bajos,6916,12/5/2018 21:49,66431,403,6.5,0.050000001,166071,129.9900055,0.360000014,1,129.9900055,123.4899979,44.45999908,Western Europe,Utrecht,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/5/2018 21:49,Standard Class
